title,link,price,extracted_price,rating,reviews,extensions,thumbnails
YMCA Greater Noida Noida Programme Centre,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJACEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MiZDaGdJOS15YS1xNlpwS202QVJvTEwyY3ZNWFJtTjE5NmNtd1FBUTgNSAA&ap=MAE,"₹5,273","₹5,273",4.1,2107,"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Fitness center', 'Restaurant', 'Room service', 'Airport shuttle']","['https://lh4.googleusercontent.com/proxy/Lrqmw5mHqcUqQU0E7BYrPf4bEi3M7vIT1TGwsa5YhC8rfoDFSGZw1FNXiWEHHjpLNL3WgyLlhmBC7V5_ZZYNBeoAEfLPQpwh-8WXjfgLqDrRsUJ_maN8OcuHO_okqQ_He98JBS_SIFNgFtgyzb9dmOCnlaEhIw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO3qazgu0s1ga9A62uu2e7Vi65uTXFLMdRRiXse=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMUABZA3u4JAfq78q5CXg-RK6W0Kgfp2H_NDW8-=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/fC-Dia8VWGZTKJdZwBT6FQLosd9FC5DVPsuMtQVabCwlxyEzHb7X6Ps-mS2axma-8FJMZvE0Hr2oG_dxyCaKBxNZoz9jW_9J0L6qHAdVC_CNm_MXcKEAJ7PxNjMN1_--LwKkpzw1d-Pi5hpHzUZXh0DIzSVRoJc=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMhqcMeZU-r_kr0DjOoPITSwGoegKLwtqDmZ5Lj=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/FutWktYyB2u5UhQQoYCR-phLsJ6k-9BxYI8brqrzkVeO8Irv5JhukoxzGeUI-AF1yJRX0JtfeG4Z63VJ5RKA-wcjNDIUf4Fj-67IXQ8hAKuE6c1VYeM-HB5n62ciFV4ygKOucQFHm8Qx7IPDnPe0oYnOKDZ9Ig=s287-w287-h192-n-k-no-v1']"
Casa Meera Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKcCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9JeHI3dGxjbUd3TkNJQVJvTkwyY3ZNVEZuZDIxcU5ITTVheEFCOA1IAA&ap=MAE,"₹1,815","₹1,815",4.2,313,"['3-star hotel', 'Free Wi-Fi', 'Parking', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipPdAzRaULiUCQmqpFdWFZ6547d-lDfgIFhD2zk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNO5ZPhAVXGqrK43PzyLhoe-UPQIgLmC7o60aY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMtdfueK6xSvbQdn0DFJkfNnksRy5VXke8FosUA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNmL-ITYHlsDX2JjxAPKbtMojj9amq8JDhUIL0=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPE3k1fWrP-jKav2ESp2GPlI3raDLXbcErm-gw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMoj0FIiMmSGtvaZGiNGTx1UDGxa3xLAXyD7Wg=s287-w287-h192-n-k-no-v1']"
White House Hotel and Banquet,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMICEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9JcDg3bHJlVG8zNGFFQVJvTkwyY3ZNVEZyY3pSdE1uWmtNaEFCOA1IAA&ap=MAE,"₹1,500","₹1,500",5,59,[],"['https://lh5.googleusercontent.com/p/AF1QipPt82sh4V63-ci3PKkJPg71yo74TAweB__nYC9u=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNwr8V7wGVcl5YTICUsBb0pPJ7LmWVF52gE-lm3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP9RrcCjEe-CihYParOoNmYZGQfNvFSezrB44UF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP1G85cmyDjH1qGxfJTzfa0W2bxN_oQeFeE8Duu=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMpyZiuOJjTvj2CcZoX_Ya9DMPdFu_7BCp5NdNg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOkYveqT6J5uZqtTkBkbi28NMFhRebYaQLJGTRR=s287-w287-h192-n-k-no-v1']"
Ashira Inn,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNgCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MidDaGtJLVltbjlOVHN5TVpMR2cwdlp5OHhNV1p4YzNNd1pqWTVFQUU4DUgA&ap=MAE,"₹2,517","₹2,517",4.3,135,"['Free Wi-Fi', 'Parking', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh6.googleusercontent.com/proxy/eKg-WwbI9WMglL2mUwSN5Mb-Z3aqe2msTMldAy8ZtRHANYrEOVqNsbjEoloyQjfVcDyNO1aBaQqTlLauKqrU3Shbvht4Yy8bORw6CWjAERJi9sG_4aprhTHSQhxDdYMc5BWi0OBYpf4GP9NW9cpJUmW73y21Yys=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP3Dji5Nt3i5VQE0oiVSEbWckhYpUVWWRnhsi3-=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPoEuWoJUyEKsqNlvToAZBsu6mD_nKWxxDHQAc_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMs3ov-hG3bWWsa60CyHge4A4H38PmyGsMMxSuN=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPlageX6xd3NhG9H3wI4x7NWEPMI4cZew_Dr3PV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMqSwqhXnv4Hme48DCD0NC2b2rW3G9I8lpYLrKT=s287-w287-h192-n-k-no-v1']"
The Abodes villa,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CO8CEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9Jb3N6UG5vZUlqcktuQVJvTkwyY3ZNVEZuTWpNMk0zSTVheEFCOA1IAA&ap=MAE,"₹1,234","₹1,234",4,248,"['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Fitness center', 'Restaurant', 'Room service']","['https://lh5.googleusercontent.com/p/AF1QipM53f-z0MF-7YzkhOgl7AcX1DjUMb1mAgRhdVyU=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPveczdqTmyodThTZHaCd8SOLUiQkniwSAy3rwq=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM48ZdXtXm04on47SwgK47bd5q1XkUOOPr2W2up=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOG-R1DHKrG_oijXOQwF8-PZYUK8yVKnT0kzDGX=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOFY3XbgLKp5t1P3GccSsMwNs4SeCTyF6AT1DqM=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO1_YzBJ-q5xXTY-FxcubEd1x6Yy3dyXKuHuMYo=s287-w287-h192-n-k-no-v1']"
SUNFORT HOTEL,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CIYDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9JanUyVzdONnN3SUw1QVJvTkwyY3ZNVEZ1WjJvMloycDJNaEFCOA1IAA&ap=MAE,"₹2,710","₹2,710",4.4,106,"['Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Pool', 'Pet-friendly', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipNcIawnqGBvEnfTQRRYw_D8HYnXMXKdBYGkxpro=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNXBB2VQV-fNoexm27GJ1uDcPakTo0kFwBxsCPl=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN6hizA1EXvkKgTxby1xw-Lj5olI6dtIE1Qwk6b=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNvpdl8C7gQKphl5EG4xGCJXu4YNy_WrVfCwSSX=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPcGJc0LIUlGi3T0J-kx4F55QSntxuCdmnSEmmr=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM1hH5ZoX7qNtCvTsZBgSnz9MxCpE0YNfUs2Joo=s287-w287-h192-n-k-no-v1']"
Ace Prime Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJ0DEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MidDaGtJZ3B5ZzdhYlZnc000R2cwdlp5OHhNV2N3YlhZNGNXdGtFQUU4DUgA&ap=MAE,"₹3,880","₹3,880",3.8,464,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Pet-friendly', 'Fitness center', 'Restaurant', 'Room service']","['https://lh5.googleusercontent.com/p/AF1QipOZYleH0ROFK50VkIYkDw2PT3k5YRmjeV7B-RfQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNWT-hctK4zX8VfGgOYym0ayh-fr0qKhcBWQV0x=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMQ2NJ7DbTeLSkBjHQRloDEs7285o5LF8ZxQuNA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNDggmMg6H2pO4NLhDv-0n-nmcGG9ncT4DUT07h=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMO4i53MwzAYphNlYzR9hy2Gwb5f98aRqh3L82w=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipODasWt8TcucKxKTKgot0uTIkW0ppwb_sCPgsoG=s287-w287-h192-n-k-no-v1']"
NE Independent Studio Apartment by The Taj Studio,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLQDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9Rd09XNDM2R2Z6YzY1QVJvTkwyY3ZNVEZzTm1vd2RtYzBjaEFDOA1IAA&ap=MAE,"₹2,750","₹2,750",,,"['Apartment', 'Sleeps 2', '1 bedroom', '1 bathroom', '4 sq m', 'Balcony', 'Kitchen', 'Free parking', 'Free Wi-Fi']","['https://lh5.googleusercontent.com/proxy/D9iRT2VCjxGI5XLwU-meqcwEoEdz9G6TPvBdh0Bitdfj_6UqqeV0G1h2FSCFvRZj-_VPwYbKmwHJrxyz57N5SX0-wWUUf_lQeZJiwLDM0bOnt-Z8rBjafWbsy_1Z9lvwJPYNSLKb_DqunBE3KBJWPpaQZdvcMQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/znE7t9pk8g7hvoSURJJ34mM7NpNo7UGG8UXPgdeGAIKmc4KgTK0i7NrS1Pq0_r1m1ZPKO6JTMd6fuFgd2fN3peELdJo-A6CXHaZFgoS5jggX35uiKXDHNmFlyulXK5janL5URPHaFLNVCgnmuiHHXhCz4jErx70=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/-beBq3IIH_WifkTst6VSNJ0AcQTtdGhw7e874XDr2mz0kwWGgK8JUJN_V5jR5dQBAXno85NZ3zXWPF9HYbTDW3viKbksaF7j4NdKF0VocO6tF6GSvZa1aP0o84gtk7Lu2DwBwtmfl6HLel85VtxImHEGcDhGJg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/SLdqc_kYp5vhTmbaGyl5QdMumt2RsR0aJrFjQ-EyR2uH4XUXlSLhG0E3nI1nzr9OkEFD6jrbio10Onw8LJ3DgFgS-9_PKsrT3dWPofmn74Rlnd0S_4B8mp3SAZwkrvm0AWKz9dx77MXJSPrqYzzHMCw17netfg=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/DxrnFzyycj_iSdpk-3mIgVI6OaLQqz1y_avzctJBB2IElUdn7D8c7eUu64kJg0YLsDxabfQRDXTlmwruh2UVEICWLgeZ6YOeifarQGg3IPs2zaEdxmrfNLhH4lTN9Ia3qvB3j7DO6Eg9dEbBpPGPS99ox4WC9g=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/JjbrJWtTEyKmR1OdrjzRCg3Vuz99eP30iblWZhDoVpPI4_jX1BYrzb4X_j1g69K3Mro_df-ZCg002pLvgG2X_4oztzd7-AnVAfcHLmdsL2ij1DvTJ-cKiPwElqM4Wzz6KUaTlMpe0peMIzZzvlLZIshpjdyqjA=s287-w287-h192-n-k-no-v1']"
Pent house,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMoDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAECc&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDQ1E9MihDaG9RZ3ByejJhZU96cDI4QVJvTkwyY3ZNVEYwZUhGc09YSnlZaEFDOA1IAA&ap=MAE,"₹3,180","₹3,180",4.5,11,"['Sleeps 6', '2 bedrooms', 'Air conditioning', 'Elevator', 'Fireplace', 'Paid parking', 'Free Wi-Fi', 'No crib', 'No fitness center']","['https://lh3.googleusercontent.com/proxy/WIVrz-h3S6dzKJ3msHK1iHzxJpULCPjPgNCOl805jnziWRE_T2lWD_TPcisDonGEcDaYgXhQm7Fs6ARdKsl4hb2gzvRdtsngnJ947oOZWDAze_zlV-LVpa1OM4dGXaX33xr9bJmW0nIQuLgj6D60VJsdwt_HDUM=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/w13-cl9ZjkPMFqsjQ6a7oSGCf2imS2yn3p6CVA8yKusUaxb00ucjcCD8d9qrsezLSckNKP0P8gDahLMy64Ux8r1D5MkSxH1X-G2g-_YG4YEsD9hkUAn3yXrTgXCcYM8kFcLTsQlgQkEXWHmKSwdMkg0-pU2elJI=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/3H7ZYJXTtxfprnfqMx3wu6_K7mKGWaGFADyN8ltVHPt4YZxq0GIFNLz75XxKzB4z4ReHSjvyi_Bdil_DLy_eGE1-GW5M-gRTx0Vr3vLAj9YGL7qPhhsxD9C7DIA4zlqdmv--AMoymKLc6aTKdnIbanlAPYMMJRQ=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/iVs9haoHiZYmv0LS_uuYtdtGgJ9NnrujfzaSIsANrtbg0hVC9fDRp5apbktxJ8cLaJ3PsXFighLHmLa1ozr--qoSA2oIVf5E3_cwLuoCp3F7n-uZLLryU1-ea8dRCHGyBILanE25pUugHe8qKJFR0d8aomQ4_Kc=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/WG7Nf7Bx_eg5IR0GPc6iN0qbqAB_PWlI0wEpzy3fLZ2nRU0Bb76y83icBIMKwyBd1LD4i-2DqNfDDadf4uIA3sSskBAmY28zFYD-Qyxq8VxRjoEBs8eaEOBjbrlXIJm5aS0mqvjVRQS0s9ulyUo_pdXih5jncQ=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/q9xNueRnG_ogjnv92pGXmLVTgXFGp9PRozZKf74wgNpmkevz0n3u-7P8benb-oKwGQMs2rYCqQaeg_fKfWgARXB4id6rYKhALGhDvqpoyX-xVzLc8mbETU0US1sxYH0OnmnC3KXSx-vK8uemL_JSmxgF8fJHrSM=s287-w287-h192-n-k-no-v1']"
YStay Hotel,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CAoQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQNQ&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDRFk9MihDaG9JdmRXYzFaTEFpSS02QVJvTkwyY3ZNVEZ6TWpGdU0zTnhiaEFCOA1IAA&ap=MAE,"₹3,934","₹3,934",3.7,97,"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry', 'Business center', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipMS5X22aKyt9uXodj-pZpJ69FcAfyrBTowKD8Af=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMhDYlKDRmeA5avxvtuvRH0BSXrUootTWX-j06h=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM6Wor8fq4MZGtBarnkc4ZaK9emUxg37i2XMvpk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOYoz-IlAP7oKHuh11dx_FDysdbDQBM-dVzcMPa=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPm1oeCdYQxmAurNm806ASR69N1uC8LpIhq8Lkt=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNmSj-mnXalvomWIUuUl24RwyVv5Ns4ts8xYa2o=s287-w287-h192-n-k-no-v1']"
The Lodgers Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CCEQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQNQ&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDRFk9MidDaGtJcmZEdWs1cXFzWVVsR2cwdlp5OHhNV3cyTmpGeU5IWnFFQUU4DUgA&ap=MAE,"₹17,671","₹17,671",5,72,[],"['https://lh5.googleusercontent.com/p/AF1QipPGcS5Tye-8wPnieZN6IfKDpdh3VxK0_cj6AiDm=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNPOhjlguvuhVooJyiKlgxuRcKP57YJEbGWdUBB=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNgQ5-XQrForgk5PlGf-q7_FbjLkmcoLGSgIswM=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPbG2ls4iMrdMLn2qqstra38w4quGmzU-k8TjOp=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/9EKfaUouFizqvbzkgB94Cicv1YIE-pSDVIV7AJ-xMHGt5b-I1oOu4nH4mkh4nQGZu__iCpMsH_S6qYiRyk5yCfT8IB92eBRiTyPHabeiu8Pnoxo-V2IwWeWYggpPpvDRFXJHrNcurqa3xv9JI456RClvQf-ncw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMdc8VAz3LImgpfG-HJJOolMe5RE77pcx7T8Hdt=s287-w287-h192-n-k-no-v1']"
House Of Comfort Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CDsQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQNQ&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDRFk9MihDaG9JNXF1cDFvbTRzSmV5QVJvTkwyY3ZNVEZ5WTNaak1HTTVaeEFCOA1IAA&ap=MAE,"₹5,244","₹5,244",4.8,107,"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Pet-friendly', 'Restaurant', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Accessible']","['https://lh5.googleusercontent.com/p/AF1QipPbFboCbKk00hOhE6rQT_cPeMplAKpycoZm6L7P=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPZK_k7JhDsPkUfUy0N1wMRmGNiIgUwHAuQbum_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPGuWtkPDpmbh-CrgSpLO4zXGWdteyLd1a-Vw0x=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMvLJUGx28J7ouMBhmiPxIeRXSjGo93eh54EOAB=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMsPtet14SybL04Rn2nxAB8QNp0aMWlcFpHaPzx=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO2_pkjHFRHja3LtRrolyP5aqyYXIoWVY0AxmBV=s287-w287-h192-n-k-no-v1']"
SRH HOTEL,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CFkQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQNQ&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDRFk9MidDaGtJX0lIU29vbWQ3Tnh1R2cwdlp5OHhNWE50T0c1amR6RXlFQUU4DUgA&ap=MAE,"₹2,825","₹2,825",4.3,82,"['Free Wi-Fi', 'Parking', 'Air conditioning', 'Room service', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipONrxIkfL0NkP6H9bi8liLgY1PbbccpbZatQXUd=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOf0h7GtMqTsGSuW0E8g-GTA-RWHSGaucmk1NpQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPNnGSwMlPbEhBhcSkhXlwmB3nKid0lxP-B63e6=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNaZjX1RNqXsspHr2mTW8gtzUDLiNzVeLtEg6XP=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPahYVn50F4Bnhih2KcrIhbHmjNfLCHo4GWr4Ol=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN3D0zTHkwXjsmZ9Vc7FvzTpgJbTmJu-xYUycxg=s287-w287-h192-n-k-no-v1']"
